Contract.Date	Transaction.Date	Address	Price	Block.Size.m2	Transaction.Type	Purpose	Advertise.Date	Bed.Num	Bath.Num	Ensuite.Num	Garage.Num	Carport.Num
23/06/2006	24/07/2006	6/30 Springvale Drive	192000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/01/2006	20/02/2006	3/4 Beetaloo Street	191000	7773	Full transfer	Multiple unit dwelling	14/12/2005	2	NA	NA	0	1
2/11/2006	19/02/2007	21/153 Murranji Street	189950	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/03/2006	18/04/2006	6/32 Springvale Drive	188000	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/04/2006	5/06/2006	19/26 Springvale Drive	188000	4379	Full transfer	Multiple unit dwelling	3/03/2006	2	1	NA	0	1
4/04/2006	NA	6/32 Springvale Drive *	188000	4247	Full transfer	NA	8/12/2005	2	1	NA	0	1
24/03/2006	16/05/2006	12/3 Bonrook Street	185500	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/02/2006	16/03/2006	8/26 Springvale Drive	185000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/02/2006	15/06/2006	22/32 Springvale Drive	184000	4247	Full transfer	Multiple unit dwelling	25/01/2006	2	1	NA	0	1
22/02/2006	21/06/2006	19/30 Springvale Drive	183000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/03/2006	NA	22/28 Springvale Drive *	177000	3934	Full transfer	NA	9/11/2005	2	1	NA	0	1
2/03/2006	28/03/2006	22/28 Springvale Drive	177000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/07/2006	24/08/2006	4/26 Springvale Drive	160000	4379	Full transfer	Multiple unit dwelling	20/04/2006	1	1	NA	NA	NA
3/02/2006	17/03/2006	152 Murranji Street	116000	307	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
12/05/2006	17/08/2007	9/8 Walhallow Street	0	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/11/2006	5/01/2007	14 Alexandria Street	0	930	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
3/12/2006	18/12/2007	9 Florina Place	0	1608	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
12/06/2006	10/01/2007	70 Murranji Street	0	953	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/05/2006	22/03/2007	5/41 Jinka Street	0	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/10/2006	5/01/2007	64 Erldunda Circuit	0	1196	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
23/09/2006	5/12/2006	138 Murranji Street	NA	330	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
29/04/2006	4/07/2006	24 Moroak Street	NA	1127	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
18/05/2006	27/07/2006	3 Murranji Street	NA	869	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
1/02/2006	7/04/2006	4 Dungowan Street	NA	748	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/10/2006	27/11/2006	99 Erldunda Circuit	NA	745	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/05/2006	22/08/2006	59 Erldunda Circuit	NA	952	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/03/2006	1/12/2006	3 Anningie Place	NA	1131	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
1/09/2006	NA	1C/4 Beetaloo Street *	NA	7773	Full transfer	NA	30/05/2006	2	1	NA	0	1
17/03/2006	28/07/2006	19 Mainoru Place	NA	1572	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
21/02/2006	21/07/2006	10/27 Jinka Street	NA	6071	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/12/2006	22/06/2011	62 Alroy Circuit	NA	792	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
29/01/2006	1/08/2006	14 Walhallow Street	NA	327	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/02/2006	11/04/2006	24 Erldunda Circuit	NA	802	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
19/01/2006	NA	Unit 8/27 Jinka Street *	NA	6071	Full transfer	NA	7/12/2005	3	1	1	1	NA
27/12/2006	18/07/2008	28 Goodparla Street	NA	1215	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/12/2005	6/11/2006	170 Hawker Place	1375000	2538	Full transfer	Residential	NA	NA	NA	NA	NA	NA
25/07/2005	18/08/2005	36 Marrakai Street	780000	2295	Full transfer	Single residential dwelling	10/03/2005	7	2	1	4	NA
12/11/2005	4/01/2006	53 Ambalindum Street	775000	2354	Full transfer	Single residential dwelling	20/10/2005	4	1	1	0	2
8/11/2005	9/02/2006	7 Anningie Place	665000	1758	Full transfer	Single residential dwelling	5/10/2005	5	2	1	2	1
28/06/2005	5/08/2005	17 Goodparla Street	640000	1163	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
21/10/2005	9/02/2006	32 Alroy Circuit	630000	948	Full transfer	Single residential dwelling	22/06/2005	4	1	2	2	NA
23/03/2005	23/05/2005	8 Andado Place	620000	1800	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
1/03/2005	4/05/2005	15 Tanumbirini Street	620000	1274	Full transfer	Single residential dwelling	27/10/2004	4	1	1	2	NA
10/12/2005	10/02/2006	79 Erldunda Circuit	603500	1215	Full transfer	Single residential dwelling	11/11/2005	5	2	1	2	1
30/05/2005	21/09/2005	2/8 Elsey Street	600000	1614	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/12/2005	1/02/2006	2 Kurundi Place	582000	1141	Full transfer	Single residential dwelling	10/11/2005	5	2	1	2	NA
29/04/2005	20/06/2005	19 Alroy Circuit	550000	875	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
26/08/2005	9/12/2005	59 Ambalindum Street	537000	1287	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/03/2005	8/04/2005	74 Murranji Street	520000	1214	Full transfer	Single residential dwelling	16/09/2004	4	1	1	1	1
5/10/2005	22/01/2006	12 Erldunda Circuit	515000	756	Full transfer	Single residential dwelling	22/09/2005	4	1	1	0	3
15/04/2005	NA	67 Erldunda Circuit *	490000	868	Full transfer	NA	30/03/2005	4	1	1	0	2
15/09/2005	7/12/2005	57 Ambalindum Street	485000	1724	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/12/2005	NA	22/3 Delamere Street *	480000	NA	Full transfer	NA	15/11/2005	3	1	1	2	NA
14/12/2005	31/01/2006	22/1 Delamere Street	480000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/09/2005	26/10/2005	25 Alroy Circuit	463000	770	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
28/01/2005	14/04/2005	13 Alexandria Street	460000	804	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/05/2005	15/07/2005	1 Tobermorey Place	440000	1098	Full transfer	Single residential dwelling	11/04/2005	4	1	1	2	1
11/03/2005	4/05/2005	87 Erldunda Circuit	430000	1105	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
7/07/2005	20/09/2005	50 Alroy Circuit	430000	825	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/03/2005	28/04/2005	28 Erldunda Circuit	420000	743	Full transfer	Single residential dwelling	16/02/2005	4	1	1	2	NA
4/06/2005	18/07/2005	23 Elsey Street	410000	1051	Full transfer	Single residential dwelling	11/05/2005	4	1	1	2	NA
4/10/2005	10/11/2005	3/42 Jinka Street	405000	6092	Full transfer	Multiple unit dwelling	5/09/2005	3	1	1	2	NA
9/06/2005	19/07/2005	104 Murranji Street	400000	880	Full transfer	Single residential dwelling	30/03/2005	4	1	1	2	NA
7/07/2005	10/08/2005	46 Alroy Circuit	395000	825	Full transfer	Single residential dwelling	29/06/2005	3	1	NA	1	1
14/07/2005	24/08/2005	7/42 Jinka Street	390000	6092	Full transfer	Multiple unit dwelling	13/04/2005	3	1	1	2	NA
27/06/2005	3/08/2005	8/42 Jinka Street	379000	6092	Full transfer	Multiple unit dwelling	13/05/2005	3	1	1	2	NA
4/05/2005	9/06/2005	61 Erldunda Circuit	365000	952	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/03/2005	12/04/2005	136 Murranji Street	330000	399	Full transfer	Medium density dwelling	7/01/2005	3	1	NA	1	NA
18/02/2005	30/03/2005	150 Murranji Street	322200	287	Full transfer	Medium density dwelling	11/02/2005	3	1	NA	1	NA
20/12/2005	25/01/2006	21 Gorrie Close	316000	673	Full transfer	Medium density dwelling	23/11/2005	2	1	NA	0	2
18/05/2005	30/06/2005	3 Elkedra Close	305000	331	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
23/06/2005	13/07/2005	5 Gorrie Close	300000	372	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
16/09/2005	19/10/2005	128 Murranji Street	295000	309	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
28/01/2005	28/02/2005	1/31 Alexandria Street	290000	983	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/04/2005	1/06/2005	14 Elkedra Close	289000	297	Full transfer	Medium density dwelling	21/02/2005	2	1	NA	0	1
18/04/2005	15/12/2005	44 Epenarra Close	285000	316	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
7/04/2005	20/06/2005	13 Elkedra Close	280000	283	Full transfer	Medium density dwelling	2/03/2005	3	1	1	1	NA
12/05/2005	20/06/2005	15/41 Jinka Street	276000	10583	Full transfer	Multiple unit dwelling	11/02/2005	3	1	NA	0	1
22/12/2005	13/02/2006	17/21 Jinka Street	269000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/10/2005	3/11/2005	4/8 Walhallow Street	255000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/09/2005	NA	4/8 Walhallow Street *	255000	475	Full transfer	NA	1/09/2005	2	NA	NA	1	1
28/01/2005	18/02/2005	3/21 Jinka Street	252000	10221	Full transfer	Multiple unit dwelling	24/11/2004	2	1	NA	1	NA
27/09/2005	28/10/2005	15/21 Jinka Street	250000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/10/2005	14/11/2005	2/72 Hawker Place	240000	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
25/10/2005	4/01/2006	16/28 Springvale Drive	220000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/05/2005	21/06/2005	15/121 Hawker Place	207595	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
31/08/2005	5/10/2005	22/8 Beetaloo Street	202000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/07/2005	NA	1/28 Springvale Drive *	200000	3934	Full transfer	NA	11/02/2005	3	1	1	0	1
9/03/2005	12/04/2005	9/30 Springvale Drive	196000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/09/2005	5/12/2005	8/30 Springvale Drive	190000	4017	Full transfer	Multiple unit dwelling	8/04/2005	3	1	1	0	1
12/12/2005	10/01/2006	20/28 Springvale Drive	188000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/03/2005	4/05/2005	15/8 Beetaloo Street	185000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/10/2005	15/11/2005	1/8 Beetaloo Street	184000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/08/2005	7/09/2005	10/3 Bonrook Street	180000	3862	Full transfer	Multiple unit dwelling	1/06/2005	2	1	NA	0	1
24/06/2005	2/08/2005	8/8 Beetaloo Street	175000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/09/2005	26/10/2005	31/4 Beetaloo Street	170000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/05/2005	21/06/2005	16/121 Hawker Place	159905	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
25/02/2005	13/05/2005	9/121 Hawker Place	159500	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
1/07/2005	12/08/2005	14/41 Jinka Street	120000	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/02/2005	2/08/2007	2 Alexandria Street	0	1075	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
2/05/2005	7/06/2013	100 Springvale Drive	0	2061	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
10/10/2005	28/10/2005	26 Elsey Street	NA	1246	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/01/2005	24/02/2005	2/1 Delamere Street	NA	18341	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/07/2005	10/08/2005	10/27 Jinka Street	NA	6071	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/02/2005	15/03/2005	23 Moroak Street	NA	1248	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/05/2005	NA	8B Elsey Street *	NA	1017	Full transfer	NA	15/04/2005	4	1	2	2	NA
5/10/2005	10/04/2006	74 Springvale Drive	NA	1167	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
8/02/2005	18/04/2005	25 Elsey Street	NA	1017	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
1/09/2005	25/11/2005	9/8 Walhallow Street	NA	8574	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/12/2005	NA	020EHH Good News!! *	NA	NA	Full transfer	NA	11/10/2005	2	1	NA	NA	NA
3/11/2005	22/12/2005	76 Springvale Drive	NA	1163	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
8/10/2005	8/11/2005	55 Alroy Circuit	NA	928	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
23/08/2005	25/08/2005	17 Erldunda Circuit	NA	911	Partial transfer	Single residential dwelling	14/11/2002	5	1	2	2	NA
19/07/2005	22/08/2005	49 Alroy Circuit	NA	951	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/06/2004	9/06/2004	170 Hawker Place	1160000	2538	Full transfer	Residential	NA	NA	NA	NA	NA	NA
7/08/2004	20/10/2004	36 Elsey Street	995000	1587	Full transfer	Single residential dwelling	9/07/2004	4	2	2	0	2
30/06/2004	18/10/2004	18 Marrakai Street	810000	2712	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
12/08/2004	18/10/2004	34 Elsey Street	775000	1238	Full transfer	Single residential dwelling	15/07/2004	5	2	1	0	2
6/11/2004	20/01/2005	18 Mainoru Place	756000	1962	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
13/11/2004	24/01/2005	8 Kurundi Place	660000	1575	Full transfer	Single residential dwelling	15/10/2004	4	2	NA	2	NA
4/11/2004	20/12/2004	40 Ambalindum Street	660000	1079	Full transfer	Single residential dwelling	16/09/2004	5	1	2	3	NA
6/04/2004	6/05/2004	3 Marrakai Street	647000	1231	Full transfer	Single residential dwelling...	12/02/2004	4	2	1	2	1
5/11/2004	16/12/2004	6 Mainoru Place	610000	1083	Full transfer	Single residential dwelling	5/03/2004	4	2	NA	3	NA
6/02/2004	3/06/2004	8 Kyabra Place	595000	1192	Full transfer	Single residential dwelling	16/01/2004	4	1	1	2	2
28/09/2004	22/11/2004	26 Woolner Circuit	586000	1159	Full transfer	Single residential dwelling...	13/07/2004	4	1	1	0	3
17/09/2004	17/01/2005	29 Woolner Circuit	580000	1044	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
23/10/2004	30/11/2004	14 Ambalindum Street	570000	1544	Full transfer	Single residential dwelling	2/10/2004	3	1	1	2	NA
19/11/2004	23/02/2005	48 Woolner Circuit	570000	1091	Full transfer	Single residential dwelling	10/09/2004	4	1	1	0	2
23/01/2004	31/03/2004	2/14 Andado Place	570000	1808	Full transfer	Multiple unit dwelling	14/11/2003	5	1	1	2	NA
8/04/2004	6/05/2004	7 Shandon Place	569000	1135	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/05/2004	11/08/2004	4/12 Andado Place	565000	4834	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/07/2004	3/11/2004	15 Elsey Street	558000	840	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
2/12/2004	1/02/2004	39 Tanumbirini Street	549000	892	Full transfer	Single residential dwelling	24/11/2004	4	1	1	0	2
23/11/2004	17/02/2005	27 Woolner Circuit	547500	1039	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/06/2004	6/07/2004	7 Marrakai Street	545000	1232	Full transfer	Single residential dwelling	4/03/2004	3	1	1	2	NA
28/10/2004	29/11/2004	4 Kyabra Place	525000	985	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/07/2004	24/08/2004	29 Ambalindum Street	525000	1356	Full transfer	Single residential dwelling	24/06/2004	4	1	1	0	2
30/06/2004	7/10/2004	72 Murranji Street	523000	898	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
7/05/2004	1/06/2004	21 Kulgera Street	510000	859	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
20/04/2004	15/07/2004	4/38 Hawker Place	500000	552	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
5/04/2004	28/06/2004	48 Alroy Circuit	492000	825	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/02/2004	3/05/2004	112 Murranji Street	473000	787	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/08/2004	15/11/2004	10 Erldunda Circuit	465000	933	Full transfer	Single residential dwelling	6/07/2004	4	2	1	3	1
26/07/2004	24/09/2004	22 Ambalindum Street	460000	1223	Full transfer	Single residential dwelling	6/07/2004	3	1	1	0	2
2/04/2004	24/05/2004	23 Alroy Circuit	460000	756	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/12/2004	11/02/2005	3 Erldunda Circuit	455000	984	Full transfer	Single residential dwelling	18/11/2004	4	1	1	2	NA
21/09/2004	26/10/2004	6 Rosewood Place	430000	984	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
10/06/2004	15/07/2004	4 Dungowan Street	405500	748	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
28/04/2004	19/05/2004	50 Erldunda Circuit	398000	1060	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/07/2004	23/08/2004	144 Murranji Street	345000	317	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
20/05/2004	21/06/2004	7/41 Jinka Street	337000	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
31/08/2004	29/11/2004	1 Woolner Circuit	335000	467	Full transfer	Medium density dwelling	28/07/2004	3	1	NA	1	NA
22/04/2004	24/05/2004	2 Epenarra Close	327000	483	Full transfer	Medium density dwelling	25/02/2004	3	1	NA	1	NA
21/10/2004	6/01/2005	90 Murranji Street	312000	826	Full transfer	Single residential dwelling	17/09/2004	3	1	1	2	NA
20/08/2004	7/09/2004	6 Gorrie Close	311000	286	Full transfer	Medium density dwelling	25/06/2004	3	1	NA	NA	NA
8/04/2004	19/05/2004	36 Epenarra Close	305000	302	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
13/01/2004	2/02/2004	5/3 Jinka Street	300000	3531	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/11/2004	11/01/2005	19 Elkedra Close	298000	302	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
17/12/2004	24/01/2005	10 Epenarra Close	293000	317	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
8/06/2004	21/09/2005	130 Murranji Street	289950	332	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
21/12/2004	10/02/2005	33 Gorrie Close	280000	341	Full transfer	Medium density dwelling	2/07/2004	3	1	NA	1	NA
25/03/2004	13/05/2004	1/21 Jinka Street	270000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/09/2004	27/10/2004	2/27 Jinka Street	270000	6071	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/06/2004	19/07/2004	14 Gorrie Close	265000	509	Full transfer	Medium density dwelling	15/04/2004	3	1	NA	1	NA
12/03/2004	17/03/2005	2/8 Elsey Street	253000	1614	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/07/2004	26/09/2005	2/121 Hawker Place	250000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
30/06/2004	15/10/2004	2/72 Hawker Place	235000	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
22/03/2004	28/04/2004	17/30 Springvale Drive	230000	4017	Full transfer	Multiple unit dwelling	24/11/2003	3	1	1	0	2
7/12/2004	8/02/2005	2/30 Springvale Drive	220000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/02/2004	9/02/2004	92 Springvale Drive	217500	1778	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
19/01/2004	1/04/2004	16/8 Beetaloo Street	215000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/09/2004	7/10/2004	3/10 Jinka Street	210000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/12/2004	10/02/2005	16/28 Springvale Drive	201000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/04/2004	30/04/2004	6/3 Bonrook Street	199000	3862	Full transfer	Multiple unit dwelling	11/03/2004	2	1	NA	0	1
2/06/2004	25/06/2004	12/153 Murranji Street	195000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/12/2004	10/02/2005	9/28 Springvale Drive	195000	3934	Full transfer	Multiple unit dwelling	16/07/2004	3	1	1	0	1
11/06/2004	12/07/2004	20/8 Beetaloo Street	192000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/09/2004	13/10/2004	14/3 Bonrook Street	191500	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/10/2004	NA	12/28 Springvale Drive *	178000	3934	Full transfer	NA	1/07/2004	2	1	NA	0	1
5/11/2004	5/11/2004	12/28 Springvale Drive	178000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/06/2004	14/07/2004	9/153 Murranji Street	178000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/07/2004	19/07/2004	30/4 Beetaloo Street	178000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/08/2004	7/09/2004	10/3 Bonrook Street	176500	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/07/2004	16/08/2004	5/32 Springvale Drive	175000	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/05/2004	28/07/2004	27/4 Beetaloo Street	175000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/09/2004	25/11/2004	19/8 Beetaloo Street	175000	5520	Full transfer	Multiple unit dwelling	16/07/2004	2	1	NA	0	1
3/06/2004	5/07/2004	16/153 Murranji Street	173500	5542	Full transfer	Multiple unit dwelling	30/04/2004	2	1	NA	0	2
20/08/2004	24/09/2004	2/153 Murranji Street	172000	5542	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/01/2004	13/02/2004	21/30 Springvale Drive	167000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/11/2004	20/12/2004	10/121 Hawker Place	158000	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
29/09/2004	20/10/2004	10/121 Hawker Place	145000	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
25/03/2004	27/04/2004	8/27 Jinka Street	113500	6071	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/01/2004	2/02/2004	7/30 Springvale Drive	105000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
3/05/2004	2/08/2004	5/32 Springvale Drive	NA	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/04/2004	2/04/2004	3 Marrakai Street	NA	1231	Partial transfer	Single residential dwelling...	NA	NA	NA	NA	NA	NA
20/09/2004	9/11/2005	25 Elsey Street	NA	1017	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
20/02/2004	20/02/2004	15 Mainoru Place	NA	2743	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
29/12/2004	10/08/2005	6/21 Jinka Street	NA	10221	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/06/2004	22/09/2004	19 Kulgera Street	NA	859	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
6/07/2004	23/08/2004	21 Goodparla Street	NA	1089	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/01/2004	30/01/2004	4/38 Hawker Place	NA	552	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
24/05/2004	24/05/2004	15/4 Beetaloo Street	NA	7773	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/04/2004	26/07/2004	13/21 Jinka Street	NA	10221	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/07/2004	6/03/2006	16/8 Beetaloo Street	NA	5520	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/05/2004	19/05/2004	12 Elkedra Close	NA	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
7/12/2004	29/04/2005	11 Shandon Place	NA	869	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
20/05/2004	20/05/2004	20 Erldunda Circuit	NA	831	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/05/2004	NA	NA *	NA	NA	Full transfer	NA	1/04/2004	4	1	1	2	NA
2/06/2004	NA	Murranji Street *	NA	NA	Full transfer	NA	19/03/2004	2	1	NA	0	1
6/05/2004	6/05/2004	12/30 Springvale Drive	NA	4017	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/11/2003	6/02/2004	51 Woolner Circuit	985000	1997	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/08/2003	12/01/2004	59 Woolner Circuit	715000	2525	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/03/2003	12/05/2003	44 Alroy Circuit	584000	970	Full transfer	Single residential dwelling	7/02/2003	5	1	1	2	NA
17/04/2003	12/08/2003	30 Goodparla Street	580000	1250	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/03/2003	22/04/2003	29 Marrakai Street	575000	1161	Full transfer	Single residential dwelling	20/11/2002	5	1	2	3	NA
7/05/2003	4/06/2003	65 Woolner Circuit	561000	1286	Full transfer	Single residential dwelling	28/03/2003	4	NA	NA	2	NA
29/03/2003	27/05/2003	21 Ambalindum Street	552500	1212	Full transfer	Single residential dwelling	5/03/2003	4	1	1	0	3
4/02/2003	28/05/2003	8 Kyabra Place	550000	1192	Full transfer	Single residential dwelling	10/01/2003	4	1	1	2	NA
