"YEAR","STATE","EVTYPE","COUNT","FATALITIES","INJURIES","PROPDMG","CROPDMG"
1977,"oklahoma","TORNADO",57,1,18,9.23834,0
1977,"oklahoma","HAIL",71,0,0,0,0
1977,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",64,0,0,0,0
1978,"oklahoma","HAIL",63,0,0,0,0
1978,"oklahoma","TORNADO",23,0,3,6.78,0
1978,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",46,0,0,0,0
1979,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",153,0,0,0,0
1979,"oklahoma","HAIL",95,0,0,0,0
1979,"oklahoma","TORNADO",59,7,136,34.59775,0
1980,"oklahoma","HAIL",103,0,0,0,0
1980,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",84,0,0,0,0
1980,"oklahoma","TORNADO",28,0,20,19.05775,0
1981,"oklahoma","HAIL",88,0,0,0,0
1981,"oklahoma","TORNADO",85,6,100,305.48521,0
1981,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",58,0,0,0,0
1982,"oklahoma","HAIL",139,0,0,0,0
1982,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",135,0,0,0,0
1982,"oklahoma","TORNADO",105,3,225,317.23227,0
1983,"oklahoma","TORNADO",96,1,12,9.48709,0
1983,"oklahoma","HAIL",327,0,0,0,0
1983,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",207,0,0,0,0
1984,"oklahoma","HAIL",388,0,0,0,0
1984,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",213,0,6,0,0
1984,"oklahoma","TORNADO",60,13,214,142.43064,0
1985,"oklahoma","TORNADO",37,0,31,35.9,0
1985,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",230,0,17,0,0
1985,"oklahoma","HAIL",469,0,0,0,0
1986,"oklahoma","HAIL",715,0,0,0,0
1986,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",290,0,12,0,0
1986,"oklahoma","TORNADO",50,0,18,36.705,0
1987,"oklahoma","HAIL",387,0,0,0,0
1987,"oklahoma","TORNADO",23,0,8,3.1625,0
1987,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",216,1,18,0,0
1988,"oklahoma","HAIL",371,0,1,0,0
1988,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",175,0,19,0,0
1988,"oklahoma","TORNADO",18,1,1,0.93003,0
1989,"oklahoma","HAIL",668,0,0,0,0
1989,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",310,1,9,0,0
1989,"oklahoma","TORNADO",20,0,2,1,0
1990,"oklahoma","HAIL",592,0,0,0,0
1990,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",202,0,4,0,0
1990,"oklahoma","TORNADO",40,1,32,28.275,0
1991,"oklahoma","HAIL",733,0,0,0,0
1991,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",321,0,5,0,0
1991,"oklahoma","TORNADO",79,2,80,52.26,0
1992,"oklahoma","THUNDERSTORM / THUNDERSTORM WIND",391,0,6,0,0
1992,"oklahoma","TORNADO",72,0,33,7.7725,0
1951,"oregon","TORNADO",1,0,0,3e-05,0
1954,"oregon","TORNADO",1,0,0,0,0
1955,"oregon","HAIL",2,0,0,0,0
1956,"oregon","HAIL",2,0,0,0,0
1956,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1957,"oregon","TORNADO",2,0,0,0.005,0
1957,"oregon","HAIL",2,0,0,0,0
1957,"oregon","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1958,"oregon","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1958,"oregon","HAIL",7,0,0,0,0
1960,"oregon","TORNADO",1,0,0,0.0025,0
1960,"oregon","HAIL",2,0,0,0,0
1961,"oregon","HAIL",1,0,0,0,0
1962,"oregon","HAIL",1,0,0,0,0
1962,"oregon","TORNADO",1,0,0,0.0025,0
1963,"oregon","HAIL",4,0,0,0,0
1964,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1964,"oregon","HAIL",1,0,0,0,0
1965,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1965,"oregon","TORNADO",1,0,0,0.0025,0
1966,"oregon","TORNADO",3,0,0,0.0525,0
1967,"oregon","TORNADO",3,0,0,0.275,0
1967,"oregon","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1968,"oregon","TORNADO",2,0,0,25,0
1968,"oregon","HAIL",1,0,0,0,0
1968,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1969,"oregon","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1969,"oregon","HAIL",3,0,0,0,0
1969,"oregon","TORNADO",1,0,0,0.025,0
1970,"oregon","TORNADO",1,0,0,0,0
1970,"oregon","HAIL",1,0,0,0,0
1970,"oregon","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1971,"oregon","HAIL",3,0,0,0,0
1971,"oregon","TORNADO",1,0,0,0.0025,0
1971,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1972,"oregon","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1972,"oregon","TORNADO",1,0,0,0.25,0
1973,"oregon","TORNADO",1,0,0,0,0
1974,"oregon","TORNADO",1,0,0,0.025,0
1975,"oregon","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1975,"oregon","TORNADO",3,0,0,2.5,0
1976,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1977,"oregon","HAIL",1,0,0,0,0
1977,"oregon","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1978,"oregon","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1978,"oregon","TORNADO",1,0,0,0.025,0
1981,"oregon","HAIL",3,0,0,0,0
1981,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1982,"oregon","THUNDERSTORM / THUNDERSTORM WIND",22,0,0,0,0
1982,"oregon","HAIL",4,0,0,0,0
1983,"oregon","TORNADO",3,0,0,0.03,0
1983,"oregon","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1983,"oregon","HAIL",1,0,0,0,0
1984,"oregon","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1984,"oregon","TORNADO",4,0,0,0.3025,0
1984,"oregon","HAIL",1,0,0,0,0
1985,"oregon","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1986,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1987,"oregon","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1987,"oregon","HAIL",5,0,0,0,0
1988,"oregon","HAIL",1,0,0,0,0
1988,"oregon","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1989,"oregon","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1989,"oregon","TORNADO",2,0,0,0.05,0
1989,"oregon","HAIL",1,0,0,0,0
1990,"oregon","HAIL",1,0,0,0,0
1990,"oregon","THUNDERSTORM / THUNDERSTORM WIND",8,0,3,0,0
1991,"oregon","THUNDERSTORM / THUNDERSTORM WIND",12,0,5,0,0
1991,"oregon","TORNADO",5,0,0,0.07525,0
1991,"oregon","HAIL",13,0,0,0,0
1992,"oregon","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1992,"oregon","TORNADO",1,0,0,0.0025,0
1950,"pennsylvania","TORNADO",6,0,3,0.5325,0
1951,"pennsylvania","TORNADO",4,0,1,0.03025,0
1952,"pennsylvania","TORNADO",7,0,14,3.0325,0
1953,"pennsylvania","TORNADO",6,0,2,0.06,0
1954,"pennsylvania","TORNADO",22,0,10,0.21856,0
1955,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1955,"pennsylvania","TORNADO",3,1,0,0.3,0
1955,"pennsylvania","HAIL",2,0,0,0,0
1956,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1956,"pennsylvania","TORNADO",6,0,9,0.8025,0
1956,"pennsylvania","HAIL",7,0,0,0,0
1957,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1957,"pennsylvania","HAIL",2,0,0,0,0
1957,"pennsylvania","TORNADO",8,0,5,0.37775,0
1958,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",24,0,0,0,0
1958,"pennsylvania","HAIL",3,0,0,0,0
1958,"pennsylvania","TORNADO",2,0,0,0.0025,0
1959,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1959,"pennsylvania","HAIL",2,0,0,0,0
1960,"pennsylvania","HAIL",3,0,0,0,0
1960,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1960,"pennsylvania","TORNADO",3,0,0,0.525,0
1961,"pennsylvania","TORNADO",7,0,6,5.3275,0
1961,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1961,"pennsylvania","HAIL",3,0,0,0,0
1962,"pennsylvania","TORNADO",4,0,0,0.5275,0
1962,"pennsylvania","HAIL",13,0,0,0,0
1962,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1963,"pennsylvania","TORNADO",4,2,90,27.52525,0
1963,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",24,0,0,0,0
1963,"pennsylvania","HAIL",7,0,0,0,0
1964,"pennsylvania","TORNADO",6,0,10,1.02525,0
1964,"pennsylvania","HAIL",3,0,0,0,0
1964,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1965,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1965,"pennsylvania","TORNADO",4,0,7,0.55,0
1965,"pennsylvania","HAIL",3,0,0,0,0
1966,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",22,0,0,0,0
1966,"pennsylvania","TORNADO",4,0,6,0.325,0
1966,"pennsylvania","HAIL",3,0,0,0,0
1967,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",27,0,0,0,0
1967,"pennsylvania","HAIL",7,0,0,0,0
1967,"pennsylvania","TORNADO",3,0,11,0.5025,0
1968,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",55,0,0,0,0
1968,"pennsylvania","HAIL",2,0,0,0,0
1968,"pennsylvania","TORNADO",5,0,1,0.5525,0
1969,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",32,0,0,0,0
1969,"pennsylvania","HAIL",12,0,0,0,0
1969,"pennsylvania","TORNADO",2,0,0,0.275,0
1970,"pennsylvania","TORNADO",12,1,10,5.9025,0
1970,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",80,0,0,0,0
1970,"pennsylvania","HAIL",14,0,0,0,0
1971,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",29,0,0,0,0
1971,"pennsylvania","HAIL",9,0,0,0,0
1971,"pennsylvania","TORNADO",4,0,4,0.325,0
1972,"pennsylvania","HAIL",4,0,0,0,0
1972,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1972,"pennsylvania","TORNADO",3,0,3,0.0525,0
1973,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",70,0,0,0,0
1973,"pennsylvania","HAIL",13,0,0,0,0
1973,"pennsylvania","TORNADO",12,0,4,0.65503,0
1974,"pennsylvania","HAIL",18,0,0,0,0
1974,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",103,0,0,0,0
1974,"pennsylvania","TORNADO",7,0,3,0.12503,0
1975,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",78,0,0,0,0
1975,"pennsylvania","TORNADO",15,0,2,2.86075,0
1975,"pennsylvania","HAIL",16,0,0,0,0
1976,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",60,0,0,0,0
1976,"pennsylvania","TORNADO",24,2,26,8.53525,0
1976,"pennsylvania","HAIL",20,0,0,0,0
1977,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",48,0,0,0,0
1977,"pennsylvania","HAIL",22,0,0,0,0
1977,"pennsylvania","TORNADO",13,0,11,8.0575,0
1978,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",53,0,0,0,0
1978,"pennsylvania","TORNADO",18,1,31,1.385,0
1978,"pennsylvania","HAIL",10,0,0,0,0
1979,"pennsylvania","TORNADO",14,1,5,2.96,0
1979,"pennsylvania","HAIL",15,0,0,0,0
1979,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",51,0,0,0,0
1980,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",88,0,0,0,0
1980,"pennsylvania","HAIL",29,0,0,0,0
1980,"pennsylvania","TORNADO",20,0,142,1008.58525,0
1981,"pennsylvania","HAIL",6,0,0,0,0
1981,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",34,0,0,0,0
1981,"pennsylvania","TORNADO",17,0,6,1.55,0
1982,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",47,0,0,0,0
1982,"pennsylvania","TORNADO",4,0,4,0.0775,0
1982,"pennsylvania","HAIL",1,0,0,0,0
1983,"pennsylvania","TORNADO",21,0,13,64.40003,0
1983,"pennsylvania","HAIL",33,0,0,0,0
1983,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",95,0,0,0,0
1984,"pennsylvania","TORNADO",11,0,14,17.8025,0
1984,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",39,0,2,0,0
1984,"pennsylvania","HAIL",19,0,0,0,0
1985,"pennsylvania","HAIL",96,0,1,0,0
1985,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",109,2,0,0,0
1985,"pennsylvania","TORNADO",53,65,529,379.3825,0
1986,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",177,1,31,0,0
1986,"pennsylvania","HAIL",44,0,0,0,0
1986,"pennsylvania","TORNADO",7,0,4,10.03,0
1987,"pennsylvania","HAIL",36,0,0,0,0
1987,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",135,2,4,0,0
1987,"pennsylvania","TORNADO",6,0,1,0.5525,0
1988,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",205,1,6,0,0
1988,"pennsylvania","HAIL",42,0,0,0,0
1988,"pennsylvania","TORNADO",6,0,2,3.525,0
1989,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",227,0,16,0,0
1989,"pennsylvania","HAIL",16,0,0,0,0
1989,"pennsylvania","TORNADO",14,0,12,8.65,0
1990,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",318,0,10,0,0
1990,"pennsylvania","HAIL",52,0,0,0,0
1990,"pennsylvania","TORNADO",19,0,1,3.6025,0
1991,"pennsylvania","HAIL",54,0,0,0,0
1991,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",381,1,25,0,0
1991,"pennsylvania","TORNADO",22,0,13,7.41025,0
1992,"pennsylvania","THUNDERSTORM / THUNDERSTORM WIND",297,1,26,0,0
1992,"pennsylvania","TORNADO",31,0,20,7.71275,0
1956,"rhode island","HAIL",1,0,0,0,0
1956,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1957,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1959,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1961,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1964,"rhode island","HAIL",1,0,0,0,0
1965,"rhode island","HAIL",1,0,0,0,0
1969,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1969,"rhode island","HAIL",1,0,0,0,0
1971,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1972,"rhode island","TORNADO",1,0,0,0,0
1973,"rhode island","HAIL",1,0,0,0,0
1973,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1974,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1976,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1979,"rhode island","HAIL",1,0,0,0,0
1979,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1981,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1983,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1984,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1985,"rhode island","TORNADO",1,0,0,0,0
1986,"rhode island","TORNADO",3,0,20,3,0
1986,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1987,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1989,"rhode island","TORNADO",1,0,3,0.25,0
1989,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1990,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1990,"rhode island","TORNADO",1,0,0,0.25,0
1991,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1992,"rhode island","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1950,"south carolina","TORNADO",1,0,0,0.025,0
1951,"south carolina","TORNADO",1,0,0,0.025,0
1952,"south carolina","TORNADO",3,2,4,0.25006,0
1953,"south carolina","TORNADO",4,0,2,0.3025,0
1954,"south carolina","TORNADO",1,0,0,0.0025,0
1955,"south carolina","HAIL",6,0,0,0,0
1955,"south carolina","TORNADO",7,2,15,0.535,0
1955,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1956,"south carolina","TORNADO",6,0,2,0.30525,0
1956,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1956,"south carolina","HAIL",3,0,0,0,0
1957,"south carolina","HAIL",4,0,0,0,0
1957,"south carolina","TORNADO",9,0,19,1.05503,0
1957,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1958,"south carolina","HAIL",2,0,0,0,0
1958,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1958,"south carolina","TORNADO",5,1,2,0.05525,0
1959,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1959,"south carolina","HAIL",5,0,0,0,0
1959,"south carolina","TORNADO",4,0,0,0.02753,0
1960,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1960,"south carolina","TORNADO",4,0,10,2.575,0
1960,"south carolina","HAIL",6,0,0,0,0
1961,"south carolina","TORNADO",13,1,9,0.61053,0
1961,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1961,"south carolina","HAIL",3,0,0,0,0
1962,"south carolina","TORNADO",10,0,4,0.1125,0
1962,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1962,"south carolina","HAIL",11,0,0,0,0
1963,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1963,"south carolina","HAIL",8,0,0,0,0
1963,"south carolina","TORNADO",11,3,13,2.60803,0
1964,"south carolina","TORNADO",21,0,3,0.39137,0
1964,"south carolina","HAIL",7,0,0,0,0
1964,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1965,"south carolina","HAIL",8,0,0,0,0
1965,"south carolina","TORNADO",19,0,46,3.68259,0
1965,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1966,"south carolina","TORNADO",10,0,8,0.09003,0
1966,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",18,0,0,0,0
1966,"south carolina","HAIL",4,0,0,0,0
1967,"south carolina","TORNADO",11,0,5,0.45253,0
1967,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1967,"south carolina","HAIL",6,0,0,0,0
1968,"south carolina","TORNADO",8,0,1,0.05781,0
1968,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",19,0,0,0,0
1968,"south carolina","HAIL",5,0,0,0,0
1969,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",18,0,0,0,0
1969,"south carolina","TORNADO",11,0,3,0.58056,0
1969,"south carolina","HAIL",2,0,0,0,0
1970,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",34,0,0,0,0
1970,"south carolina","HAIL",7,0,0,0,0
1970,"south carolina","TORNADO",1,0,0,0.0025,0
1971,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",35,0,0,0,0
1971,"south carolina","HAIL",9,0,0,0,0
1971,"south carolina","TORNADO",4,0,0,0.05253,0
1972,"south carolina","TORNADO",6,0,3,3.0525,0
1972,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1972,"south carolina","HAIL",1,0,0,0,0
1973,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",36,0,0,0,0
1973,"south carolina","TORNADO",28,10,111,31.21,0
1973,"south carolina","HAIL",4,0,0,0,0
1974,"south carolina","HAIL",19,0,0,0,0
1974,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",70,0,0,0,0
1974,"south carolina","TORNADO",11,6,6,3.605,0
1975,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",80,0,0,0,0
1975,"south carolina","TORNADO",12,0,32,1.58003,0
1975,"south carolina","HAIL",20,0,0,0,0
1976,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",30,0,0,0,0
1976,"south carolina","TORNADO",14,1,11,3.65525,0
1976,"south carolina","HAIL",13,0,0,0,0
1977,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",36,0,0,0,0
1977,"south carolina","TORNADO",12,0,13,3.18,0
1977,"south carolina","HAIL",8,0,0,0,0
1978,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",21,0,0,0,0
1978,"south carolina","HAIL",4,0,0,0,0
1978,"south carolina","TORNADO",8,0,1,1.05275,0
1979,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1979,"south carolina","TORNADO",8,0,2,8.2505,0
1979,"south carolina","HAIL",6,0,0,0,0
1980,"south carolina","TORNADO",11,0,45,11.075,0
1980,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",29,0,0,0,0
1980,"south carolina","HAIL",1,0,0,0,0
1981,"south carolina","TORNADO",11,0,6,2.5855,0
1981,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1981,"south carolina","HAIL",1,0,0,0,0
1982,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",44,0,0,0,0
1982,"south carolina","TORNADO",9,0,16,5.30775,0
1982,"south carolina","HAIL",25,0,0,0,0
1983,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",108,0,0,0,0
1983,"south carolina","TORNADO",13,0,9,8.10506,0
1983,"south carolina","HAIL",9,0,0,0,0
1984,"south carolina","TORNADO",20,15,447,230.6075,0
1984,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",108,3,20,0,0
1984,"south carolina","HAIL",67,0,0,0,0
1985,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",106,0,2,0,0
1985,"south carolina","TORNADO",9,0,39,3.8,0
1985,"south carolina","HAIL",79,0,0,0,0
1986,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",82,1,2,0,0
1986,"south carolina","HAIL",38,0,1,0,0
1986,"south carolina","TORNADO",1,0,3,0.025,0
1987,"south carolina","HAIL",45,0,0,0,0
1987,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",81,0,13,0,0
1987,"south carolina","TORNADO",2,0,2,0.275,0
1988,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",149,0,10,0,0
1988,"south carolina","HAIL",83,0,0,0,0
1988,"south carolina","TORNADO",2,1,1,2.5,0
1989,"south carolina","TORNADO",20,2,50,19.555,0
1989,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",246,1,21,0,0
1989,"south carolina","HAIL",32,0,0,0,0
1990,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",150,0,16,0,0
1990,"south carolina","TORNADO",14,1,9,2.03275,0
1990,"south carolina","HAIL",66,0,0,0,0
1991,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",114,2,3,0,0
1991,"south carolina","TORNADO",10,0,6,0.7775,0
1991,"south carolina","HAIL",46,0,0,0,0
1992,"south carolina","THUNDERSTORM / THUNDERSTORM WIND",121,0,1,0,0
1992,"south carolina","TORNADO",14,1,9,8.3275,0
1950,"south dakota","TORNADO",1,0,0,0.0025,0
1951,"south dakota","TORNADO",2,0,5,0,0
1952,"south dakota","TORNADO",5,0,0,0.05006,0
1953,"south dakota","TORNADO",12,0,2,0.40325,0
1954,"south dakota","TORNADO",16,0,4,0.20803,0
1955,"south dakota","TORNADO",14,0,2,0.0635,0
1955,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1955,"south dakota","HAIL",11,0,0,0,0
1956,"south dakota","TORNADO",12,0,3,0.03053,0
1956,"south dakota","HAIL",17,0,0,0,0
1956,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",21,0,0,0,0
1957,"south dakota","HAIL",20,0,0,0,0
1957,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1957,"south dakota","TORNADO",20,1,1,0.38552,0
1958,"south dakota","HAIL",42,0,0,0,0
1958,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1958,"south dakota","TORNADO",1,0,0,0.0025,0
1959,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",24,0,0,0,0
1959,"south dakota","HAIL",16,0,0,0,0
1959,"south dakota","TORNADO",11,0,3,0.1525,0
1960,"south dakota","TORNADO",9,0,1,0.30778,0
1960,"south dakota","HAIL",16,0,0,0,0
1960,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1961,"south dakota","TORNADO",14,1,7,1.5625,0
1961,"south dakota","HAIL",15,0,0,0,0
1961,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1962,"south dakota","TORNADO",39,0,43,5.73525,0
1962,"south dakota","HAIL",22,0,0,0,0
1962,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1963,"south dakota","HAIL",26,0,0,0,0
1963,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",19,0,0,0,0
1963,"south dakota","TORNADO",9,0,0,0.55275,0
1964,"south dakota","TORNADO",33,0,13,3.0325,0
1964,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",21,0,0,0,0
1964,"south dakota","HAIL",19,0,0,0,0
1965,"south dakota","HAIL",23,0,0,0,0
1965,"south dakota","TORNADO",64,2,3,8.3675,0
1965,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1966,"south dakota","TORNADO",30,3,12,0.89003,0
1966,"south dakota","HAIL",29,0,0,0,0
1966,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",25,0,0,0,0
1967,"south dakota","TORNADO",27,0,15,2.61,0
1967,"south dakota","HAIL",25,0,0,0,0
1967,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",16,0,0,0,0
1968,"south dakota","HAIL",31,0,0,0,0
1968,"south dakota","TORNADO",21,0,2,0.3,0
1968,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1969,"south dakota","HAIL",31,0,0,0,0
1969,"south dakota","THUNDERSTORM / THUNDERSTORM WIND",36,0,0,0,0
1969,"south dakota","TORNADO",30,0,18,0.72525,0
1970,"south dakota","HAIL",35,0,0,0,0
